2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;00;1;1ère lecture;assemblee;depot;http://www.assemblee-nationale.fr/14/projets/pl2669.asp;2669;2015-03-19;2015-03-19
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;01;2;1ère lecture;assemblee;commission;http://www.assemblee-nationale.fr/14/ta-commission/r2697-a0.asp;2697;2015-03-19;2015-04-02
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;02;3;1ère lecture;assemblee;hemicycle;http://www.assemblee-nationale.fr/14/ta/ta0511.asp;511;2015-04-13;2015-05-05
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;03;4;1ère lecture;senat;depot;http://www.senat.fr/leg/pjl14-424.html;20142015-424;2015-05-05;2015-05-05
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;04;5;1ère lecture;senat;commission;http://www.senat.fr/leg/pjl14-461.html;20142015-461;2015-05-05;2015-05-21
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;05;6;1ère lecture;senat;hemicycle;http://www.senat.fr/leg/tas14-111.html;20142015-111;2015-06-02;2015-06-10
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;06;7;CMP;CMP;commission;http://www.assemblee-nationale.fr/14/ta-commission/r2868-a0.asp;20142015-521;2015-06-16;2015-06-16
2015-03-19;projet de loi relatif au renseignement;Renseignement;14;renseignement;pjl14-424;07;8;CMP;assemblee;hemicycle;;;2015-06-24;
