2015-03-19;projet de loi relatif au renseignement;Police et sécurité : renseignement;14;renseignement;pjl14-renseignement;0;1;1ère lecture;assemblee;depot;http://www.assemblee-nationale.fr/14/projets/pl2669.asp;2669;2015-03-19;2015-03-19
2015-03-19;projet de loi relatif au renseignement;Police et sécurité : renseignement;14;renseignement;pjl14-renseignement;1;2;1ère lecture;assemblee;commission;http://www.assemblee-nationale.fr/14/ta-commission/r2697-a0.asp;2697;2015-03-19;2015-04-02
2015-03-19;projet de loi relatif au renseignement;Police et sécurité : renseignement;14;renseignement;pjl14-renseignement;2;3;1ère lecture;assemblee;hemicycle;http://www.assemblee-nationale.fr/14/ta/ta2750.asp;2750;2015-04-02;
